PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameID,PitchUID
206,2/16/2026,2:26:57,5,2,"Olson, Chase",830155,Left,NU,"Charles, Max",807283,Right,GCU,Undefined,6,Bottom,2,0,1,ChangeUp,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.03434757,-0.173235983,2.897331916,1841.058475,111.7941437,9:45,5.012905878,-2.576112526,6.477163578,-38.149135,5.520010428,-13.49368745,1.674767607,-1.038125596,72.8165563,-7.363751433,0.341818291,0.47561863,,,,,,,,,,,,8.176203591,3.07434483,2.37903957,50.00318188,4.982739339,-5.4653935,-115.0259073,-1.355177253,10.99048051,20.71704061,-28.04254247,GCU,NU,Sloan Park,MLB,College Baseball,79.41231635,6.217791275,-0.7235,1.332699626,1.025986162,,,,,,837216,446eef4e-34d5-32a0-a438-96f7396050ab
207,2/16/2026,2:27:21,5,3,"Olson, Chase",830155,Left,NU,"Charles, Max",807283,Right,GCU,Undefined,6,Bottom,2,0,2,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,89.9057476,0.530316469,1.9346279,2193.131013,119.758756,10:00,5.214187165,-2.617268968,6.222404769,-27.67804594,5.796054232,-13.94112895,3.396984468,-1.993452685,83.07254483,-4.686506074,-0.697603308,0.416414618,,,,,,,,,,,,8.106247821,3.037507008,2.479478277,50.00239462,5.240638587,-4.003237945,-130.9980256,0.375956285,14.2401559,24.87318952,-26.83674672,GCU,NU,Sloan Park,MLB,College Baseball,90.28376644,6.833202771,-0.7235,3.154733622,2.032283367,,,,,,837216,799e50cf-8bcb-3ad6-9d7b-c05646176159
208,2/16/2026,2:27:38,5,4,"Olson, Chase",830155,Left,NU,"Charles, Max",807283,Right,GCU,Undefined,6,Bottom,2,1,2,ChangeUp,ChangeUp,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,79.08416869,-1.132127592,3.46870026,1905.205584,113.8363412,9:45,5.07445387,-2.556886774,6.392688688,-37.65780935,5.963802612,-16.89874104,0.895004886,-0.77121191,73.05434712,-8.206840165,0.271875316,0.475359707,,,,,,,,,,,,10.17889014,3.579138102,2.316065431,50.00253856,4.975399266,-6.525579857,-115.0233262,-3.271620009,13.70159541,20.42050769,-27.35417417,GCU,NU,Sloan Park,MLB,College Baseball,79.33228232,6.029821571,-0.7235,0.509832342,0.762972015,,,14.30092334,5.672629927,7.820811205,837216,bf22f47f-1da0-32f8-981d-3ebe1bb4730e
209,2/16/2026,2:30:00,1,1,"Gregory, Billy",830831,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,7,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.08372915,-2.113577161,-2.373028088,2315.954786,223.0629966,1:30,5.53319242,2.308005567,5.93634736,-20.56772396,12.39460211,15.15338081,1.857895956,1.368268644,83.4849059,-5.993673874,0.501425258,0.413219147,,,,,,,,,,,,-8.963486937,7.395482598,-2.126188648,50.00606638,5.355283247,5.031383567,-132.5099349,-5.518222202,-15.95580608,28.10510946,-19.01807304,GCU,NU,Sloan Park,MLB,College Baseball,90.51380251,7.598823244,-0.7235,1.508670089,-1.402530938,,,,,,837216,b93cbf0d-53c2-31e4-bef8-49ba98820b87
210,2/16/2026,2:30:15,1,2,"Gregory, Billy",830831,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,7,Top,0,1,0,ChangeUp,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.15992418,-1.677362866,-4.013246074,2409.865077,244.9257872,2:15,5.4007749,2.307684574,6.125587731,-28.32650109,11.11822847,16.56362204,1.489403772,-0.027628441,76.69355849,-6.998078115,-0.885339049,0.452028693,,,,,,,,,,,,-10.11022088,6.550988723,-2.008933908,50.00497722,5.259179008,8.01910383,-120.8634973,-4.334474751,-15.05970018,22.08727198,-22.41984756,GCU,NU,Sloan Park,MLB,College Baseball,83.02307296,6.466365691,-0.7235,1.097298455,0.06999016,,,,,,837216,3da410d1-b286-3f5d-9d26-d10a7d53b21c
211,2/16/2026,2:30:33,1,3,"Gregory, Billy",830831,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,7,Top,0,1,1,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.57778723,-1.652448869,-3.016040037,2474.18687,243.7789699,2:15,5.380968377,2.281075996,6.219778018,-27.18516207,11.80691512,14.51603287,1.590509681,0.70544421,77.06814002,-6.764744832,-0.270863528,0.449427556,,,,,,,,,,,,-8.736874785,6.915550809,-2.06271832,50.00582422,5.244663176,6.000721585,-121.5969407,-4.27244467,-13.16412467,22.50627114,-21.76031649,GCU,NU,Sloan Park,MLB,College Baseball,83.64872562,6.50964721,-0.7235,1.311993087,-0.697313399,,,,,,837216,f311e7e5-f112-3c61-9a27-92d0f507fba5
212,2/16/2026,2:30:49,1,4,"Gregory, Billy",830831,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,7,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.36275962,0.060304405,-1.552701411,2305.89774,13.9883131,6:30,5.33179216,2.456315769,5.963556558,-41.83852,-3.768368751,-2.337257942,1.901343272,0.821635283,77.32370405,-7.898373898,-2.000026985,0.444082657,,,,,,,,,,,,0.774768772,-2.09030334,-2.332442026,50.00608234,5.317376167,3.431841037,-124.190371,-1.041354517,1.188863437,29.02353299,-35.38954694,GCU,NU,Sloan Park,MLB,College Baseball,84.26744837,8.039055573,-0.7235,1.485558777,-0.719630032,,,,,,837216,0649dca0-2563-3280-9931-9c7b9cea70fb
213,2/16/2026,2:31:06,1,5,"Gregory, Billy",830831,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,7,Top,0,2,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,92.45510501,-1.10742114,-2.702614643,2359.128624,218.1526834,1:15,5.624468581,2.069094285,6.045584547,-18.60956706,13.5864209,14.04249683,3.048478363,0.735667611,83.96828259,-4.640996602,-0.029574016,0.408387452,,,,,,,,,,,,-8.520056835,7.804916743,-1.865584973,50.00484143,5.529711661,5.917845429,-134.4736347,-3.171658416,-15.49825045,31.03670508,-17.98255232,GCU,NU,Sloan Park,MLB,College Baseball,91.76721277,8.486822418,-0.7235,2.82891826,-0.737917898,,,-1.869752105,4.739088705,-3.451822,837216,6e9c0645-d31b-3131-924f-43a3c36ea8c6
214,2/16/2026,2:31:39,2,1,"Gregory, Billy",830831,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,7,Top,1,0,0,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,,84.07588759,0.033001398,-4.108068699,2447.171641,248.6154721,2:15,5.295792494,2.303860368,6.116218396,-26.56604911,11.99816876,14.79849097,3.112508704,-0.267145906,77.29370388,-4.980288539,-1.314428657,0.446954975,,,,,,,,,,,,-9.16885685,6.562088703,-1.996183774,50.00266716,5.285781693,8.362719071,-122.2331358,-0.676851476,-13.96807364,22.57062356,-22.1778235,GCU,NU,Sloan Park,MLB,College Baseball,83.95362519,6.782183708,-0.7235,2.879822905,0.323138419,,,,,,837216,982ad508-f2bc-3273-84b2-bb20b9624f1e
215,2/16/2026,2:32:08,2,2,"Gregory, Billy",830831,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,7,Top,1,0,1,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,91.50909218,-1.229744061,-3.065501817,2302.473219,224.2752174,1:30,5.617296371,1.955017171,5.981056123,-18.58286234,14.58452176,13.07802236,2.928849474,0.200888612,82.35921804,-4.773390547,-0.565472434,0.414502469,74.53502676,59.66005851,-147.8499758,4371.424765,-92.67217148,109.0117134,-59.58512095,210.5544385,168.8319649,-147.6137585,5.572625977,-8.201324342,8.443036329,-1.719113124,50.00151921,5.511634535,6.728482561,-132.9727189,-3.416077766,-14.44561017,32.86275627,-17.30126058,GCU,NU,Sloan Park,MLB,College Baseball,90.30888262,9.149874141,2.491457782,3.130732508,-0.124113102,109,3.924654961,2.491457782,3.130732508,-0.124113102,837216,b3b5f179-3091-3322-903d-645700ceb421
216,2/16/2026,2:32:32,2,3,"Gregory, Billy",830831,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,7,Top,1,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.82272527,-2.499500565,-3.445510505,2278.525497,349.8359804,5:45,5.336118148,2.34113374,5.855313746,-43.06927654,-5.451407731,-2.191203661,-0.576279748,-1.046256298,78.78007911,-10.57146372,-3.862027187,0.441436871,,,,,,,,,,,,0.136050842,-2.198423684,-2.060521875,50.00072914,5.113241006,7.564617452,-124.6124036,-6.665701234,0.209716229,27.6397551,-35.5848881,GCU,NU,Sloan Park,MLB,College Baseball,84.6090481,7.042646168,-0.7235,-1.19627393,1.264857252,,,,,,837216,229b3a3a-c234-3cde-baab-4c691e93f248
217,2/16/2026,2:32:55,2,4,"Gregory, Billy",830831,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,7,Top,1,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,83.50220471,1.293611742,-1.353425832,2180.82952,15.89492256,6:30,5.371401479,2.47782715,6.05774972,-47.72356158,-8.516563409,-5.034443008,2.591944599,0.805537213,76.81763932,-7.718213722,-2.308642359,0.450664457,,,,,,,,,,,,2.38136013,-5.033466276,-2.370647382,50.00538444,5.449305563,3.012682231,-121.5883096,1.418909179,3.562295164,24.0754489,-39.71024684,GCU,NU,Sloan Park,MLB,College Baseball,83.17649834,6.684565393,-0.7235,2.291952745,-0.717912786,,,-0.861477251,4.908710378,-3.346614064,837216,c26b7c46-2237-3736-b792-eccc0d4bf5e1
218,2/16/2026,2:33:24,3,1,"Gregory, Billy",830831,Right,GCU,"Carey, Dylan",822406,Right,NU,Undefined,7,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.14780775,-0.188582285,-2.052009049,2167.06289,346.1496573,5:30,5.422598354,2.279390307,6.13301547,-42.72902832,-4.806674798,-0.715485083,1.687628484,0.3225784,77.96665247,-8.265734098,-2.18814117,0.443219799,,,,,,,,,,,,-0.220602852,-2.579740191,-2.122769497,50.00502938,5.388316779,4.460306499,-123.9233644,-1.613146385,-0.340580375,26.44733438,-36.16388515,GCU,NU,Sloan Park,MLB,College Baseball,84.68778274,7.181155276,-0.7235,1.234405034,-0.206991967,,,,,,837216,1aeed449-e839-3a75-9e11-3fe1c36f09b9
219,2/16/2026,2:33:43,3,2,"Gregory, Billy",830831,Right,GCU,"Carey, Dylan",822406,Right,NU,Undefined,7,Top,2,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.80510376,-0.61309867,-3.89010162,2338.409473,216.886865,1:15,5.631860556,2.162752232,6.307152359,-13.21039708,19.36876378,13.04661742,3.966215535,-0.3389208,83.55001575,-3.117963417,-1.416653318,0.410810427,,,,,,,,,,,,-8.263708036,10.81227641,-1.883961151,50.00281557,5.580719903,8.675247174,-133.4269627,-1.833374314,-14.87135079,29.23081981,-12.71728357,GCU,NU,Sloan Park,MLB,College Baseball,91.65439864,8.255088009,-0.7235,3.835972258,0.394231841,,,,,,837216,145a8e12-4b30-3476-a44e-4238e43f6fac
220,2/16/2026,2:33:58,3,3,"Gregory, Billy",830831,Right,GCU,"Carey, Dylan",822406,Right,NU,Undefined,7,Top,2,2,0,Sinker,Sinker,InPlay,Undefined,LineDrive,Single ,0,0,,90.81800848,-1.393103384,-4.200999291,2401.930086,216.3582241,1:15,5.574766624,2.098747672,6.208737804,-14.33374967,18.78574278,12.63306457,3.094394844,-0.732400031,83.26719262,-4.094432438,-1.815768752,0.414203103,105.0572612,14.80574541,-12.65491381,935.2480278,107.6334587,21.45649322,-24.49977856,254.8266245,253.2797326,-15.48250522,2.694221799,-8.024913431,10.68076524,-1.789760176,50.00345588,5.46346233,9.310312761,-131.9693227,-3.65156613,-14.23207327,26.67828455,-13.23375757,GCU,NU,Sloan Park,MLB,College Baseball,90.74275497,7.550815867,1.453178928,3.195387647,1.015152795,22,2.259511113,1.453178928,3.195387647,1.015152795,837216,3c2b6a48-8871-38b3-a10c-931075643360
221,2/16/2026,2:34:35,4,1,"Gregory, Billy",830831,Right,GCU,"Buettenback, Max",822404,Left,NU,Undefined,7,Top,2,0,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.47559357,0.313134267,-4.183724892,2384.300149,250.8979938,2:15,5.223273746,2.170244275,6.284904329,-31.20365607,9.094634188,20.06039194,2.911531582,-0.020224662,75.44761155,-5.591822375,-0.383909269,0.456893334,,,,,,,,,,,,-12.15741599,4.898316687,-1.871653544,50.00406492,5.231653242,8.216201036,-119.8487305,-0.200101603,-17.69968682,23.00886932,-25.04641068,GCU,NU,Sloan Park,MLB,College Baseball,82.37893592,7.027982016,-0.7235,2.655698839,0.032550365,,,,,,837216,064b80df-4956-3f31-8c7f-9672f1167622
222,2/16/2026,2:35:13,4,2,"Gregory, Billy",830831,Right,GCU,"Buettenback, Max",822404,Left,NU,Undefined,7,Top,2,0,1,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Single ,0,0,,81.80278182,-0.95651632,-2.945821365,2423.075442,255.0602513,2:30,5.264103721,2.249271213,6.082900763,-33.98497418,6.889568521,18.64469937,1.547171497,1.075482293,75.1701492,-7.364679127,0.590462876,0.460148451,49.04718976,-47.55201502,-63.64975291,3277.740022,,,,3.428515052,3.321728523,-43.68605444,0.486907346,-11.04225055,4.04897629,-2.03081564,50.00200639,5.174360979,5.61640938,-119.0144813,-2.915340287,-15.84651708,22.74902946,-26.35971592,GCU,NU,Sloan Park,MLB,College Baseball,81.4967119,6.632632624,1.836625989,1.595838435,-1.070651318,2,0.027549148,1.836625989,1.595838435,-1.070651318,837216,488f9ee5-7841-378c-acc5-e01bc740fe9c
223,2/16/2026,2:36:56,5,1,"Gregory, Billy",830831,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,7,Top,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.84171425,-0.460828029,-2.165038899,2287.153158,224.8326655,1:30,5.542824249,2.299049457,5.914940882,-23.09522,11.03885674,13.79926038,3.190697885,1.438834989,81.47951488,-4.853442429,0.465731179,0.420499604,,,,,,,,,,,,-8.247550142,6.209312008,-2.132125345,50.00099741,5.49525694,4.532262877,-130.7253083,-1.737976975,-14.13950809,29.96113508,-21.52449292,GCU,NU,Sloan Park,MLB,College Baseball,88.91511204,8.36219937,-0.7235,2.989440152,-1.460397654,,,,,,837216,ead1d153-ae6e-3ffa-a619-2ddd458009da
224,2/16/2026,2:37:13,5,2,"Gregory, Billy",830831,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,7,Top,2,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.53578809,-5.206368602,-5.121302787,2261.92944,217.4631914,1:15,5.538511585,1.878393006,6.179000145,-19.03564149,15.67131977,14.25827616,-0.868479355,-1.674880048,81.74967908,-8.742271884,-2.421539617,0.42401362,,,,,,,,,,,,-9.311030219,10.24860831,-1.498290404,50.00543105,5.134907869,11.17312512,-129.3648547,-12.38996005,-15.72291896,27.95799458,-14.87498851,GCU,NU,Sloan Park,MLB,College Baseball,88.59588674,7.786109008,-0.7235,-1.347064859,1.799686171,,,6.355287336,0.290944844,1.439070998,837216,d5c8a530-cc4c-3338-bd24-3f9e4563d4b0
225,2/16/2026,2:37:43,5,3,"Gregory, Billy",830831,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,7,Top,2,2,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.15824148,-1.846037426,-3.322381695,2356.285876,236.4822166,2:00,5.446024181,2.041056335,6.26775216,-19.02412888,14.42408073,15.1761726,2.158320254,0.239556632,83.11726558,-5.423260424,-0.457324274,0.416253549,99.27217647,-23.66082236,-64.5289587,3858.444572,,,,6.146690766,5.922422835,-49.48978114,0.449231445,-9.146995966,8.380049417,-1.802703614,50.00247999,5.300466734,7.154371934,-131.1421124,-4.807825177,-16.0736927,25.43050768,-17.44575248,GCU,NU,Sloan Park,MLB,College Baseball,90.39052758,7.040975908,1.872792663,2.201026318,-0.222832994,2,0.035462976,1.872792663,2.201026318,-0.222832994,837216,21d822b1-efd2-3ace-af72-4df6195406b2
226,2/16/2026,2:38:07,5,4,"Gregory, Billy",830831,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,7,Top,2,2,1,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,,82.57847036,-0.380215497,-2.882538613,2380.832456,253.8830007,2:30,5.322293889,2.240649195,6.103264949,-29.6067787,10.29516329,16.40334983,2.503522718,0.93980211,76.06076783,-5.962862562,0.220259573,0.454640926,71.300066,-30.75822563,-127.291854,3363.491427,,,,4.856087746,4.747143894,-72.56611343,0.480879883,-9.737729907,5.741464928,-2.027158866,50.00335977,5.279158975,5.599200511,-120.2044439,-1.616864392,-14.33458151,22.0124779,-23.7222577,GCU,NU,Sloan Park,MLB,College Baseball,82.51295449,6.51770253,4.259086691,2.788936199,-0.95091101,3,0.049699068,4.259086691,2.788936199,-0.95091101,837216,fd2360bf-ef5b-365d-8aad-9004272c32d5
227,2/16/2026,2:38:36,5,5,"Gregory, Billy",830831,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,7,Top,2,2,2,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,83.04067534,-0.485612163,-1.322349011,2196.043488,9.418594073,6:15,5.433583284,2.313176646,6.091325374,-47.18588059,-7.614414678,-7.381698727,1.052366746,0.474783484,76.87283648,-9.346980374,-2.721585932,0.452754297,28.2541345,38.24261274,-128.4141887,4948.720255,,,,47.67824513,33.76148722,-125.662904,1.95530957,3.683918668,-4.044664871,-2.207987669,50.00183724,5.374080126,2.996532559,-120.9560501,-2.332336755,5.459687098,23.48243819,-38.16478159,GCU,NU,Sloan Park,MLB,College Baseball,82.84097015,6.167838854,0.492034231,0.029917307,-1.217339157,10,1.039178967,0.492034231,0.029917307,-1.217339157,837216,daecb29e-5e3e-35a8-bc0f-afe20b41b361
228,2/16/2026,2:39:01,5,6,"Gregory, Billy",830831,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,7,Top,2,2,2,ChangeUp,ChangeUp,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,81.48759043,-0.956857312,-3.29175221,2420.171728,251.763844,2:30,5.318971663,2.192236061,6.046897129,-31.63815111,9.860585008,17.62641965,1.7966962,0.610533524,74.25227955,-6.948701641,0.062738194,0.463648593,,,,,,,,,,,,-10.66977567,5.711871767,-1.944432278,50.00201113,5.229793252,6.338228688,-118.4614285,-2.834132894,-15.05450501,24.15173527,-24.11164713,GCU,NU,Sloan Park,MLB,College Baseball,80.82999756,7.235310885,-0.7235,1.441140279,-0.618879685,,,,,,837216,24d197f9-b214-347c-86bf-067387516e1a
229,2/16/2026,2:42:02,1,1,"Unger, J'Shawn",830148,Right,NU,"Bates, Camden",806492,Right,GCU,Undefined,7,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.64432635,-2.12801658,-3.312761924,2418.636164,215.1194705,1:15,5.303720599,1.899697765,6.412807781,-18.7535485,13.16684982,2.950246752,1.78378223,-0.903208024,84.87424485,-5.65933785,-2.754354367,0.406635848,,,,,,,,,,,,-2.533229903,7.834352908,-1.664879438,50.00645468,5.14303354,7.7039911,-134.6677006,-5.589517815,-4.657200215,29.0809377,-17.78037675,GCU,NU,Sloan Park,MLB,College Baseball,92.77487103,7.770081498,-0.7235,1.49211992,1.041016835,,,,,,837216,e98ad710-85fd-36cd-a892-1d37bb7cb2ba
230,2/16/2026,2:42:16,1,2,"Unger, J'Shawn",830148,Right,NU,"Bates, Camden",806492,Right,GCU,Undefined,7,Bottom,0,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.45912889,-3.582337944,-4.662707279,2374.526437,217.1899062,1:15,5.346164775,1.731475715,6.543834874,-17.20543217,14.33114869,2.658624351,0.623165639,-2.332107014,85.72011462,-6.788641404,-4.161119326,0.404183718,,,,,,,,,,,,-2.74163502,8.919723862,-1.410294614,50.00283853,5.089810161,10.96566406,-135.4613986,-9.03863753,-5.102199251,29.29479199,-15.57852347,GCU,NU,Sloan Park,MLB,College Baseball,93.56084124,7.739014267,-0.7235,0.23431049,2.564267471,,,,,,837216,a33e4f6f-b541-3f55-9993-d5e569805d10
231,2/16/2026,2:42:52,1,3,"Unger, J'Shawn",830148,Right,NU,"Bates, Camden",806492,Right,GCU,Undefined,7,Bottom,0,2,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.65137892,-2.159241954,-2.6282478,2423.352835,206.2152451,12:45,5.411328825,1.896134474,6.269135463,-18.67018674,13.10377762,3.610983375,1.864130361,-0.227393323,85.17084781,-5.67325614,-1.945261911,0.40570206,21.80216197,61.66948676,60.4510097,1329.902629,,,,25.40387904,5.927043269,61.57903893,2.130465576,-2.677253597,7.768342327,-1.703731392,50.00227655,5.242921768,6.075571388,-134.7890537,-5.664508829,-4.947734323,28.13789703,-17.81811064,GCU,NU,Sloan Park,MLB,College Baseball,92.7446309,7.480531102,-0.083348059,-0.189271824,0.867063037,12,0.346848965,-0.083348059,-0.189271824,0.867063037,837216,8a32ab3c-87c8-3983-b0ab-6a095f332a79
232,2/16/2026,2:43:17,1,4,"Unger, J'Shawn",830148,Right,NU,"Bates, Camden",806492,Right,GCU,Undefined,7,Bottom,0,2,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,92.68865621,-1.545561093,-3.151410875,2415.10755,198.1354068,12:30,5.431200466,1.806876044,6.384272721,-20.73252787,11.01249367,4.542810221,2.281539618,-0.716148946,85.21262326,-5.449848646,-2.292905111,0.405517242,96.96754739,-11.24438688,-0.25167451,2359.783341,,,,10.94789268,10.33668614,3.688953952,0.489293945,-3.323623518,6.45623221,-1.582481867,50.00111549,5.310219856,7.282846443,-134.8310446,-4.28479477,-6.148161789,28.04915547,-20.22874737,GCU,NU,Sloan Park,MLB,College Baseball,92.98120186,7.476032947,0.436616602,2.172795271,0.750458429,2,0.07177496,0.436616602,2.172795271,0.750458429,837216,a1723dfc-5f8d-387c-aa73-8a23969eed26
233,2/16/2026,2:43:56,2,1,"Unger, J'Shawn",830148,Right,NU,"Galvan, Marcus",821906,Left,GCU,Undefined,7,Bottom,1,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,93.55120992,-2.227942869,-2.295199222,2379.887451,195.1583181,12:30,5.370556902,1.893415874,6.376379919,-15.18458306,15.94890997,5.231059526,2.054566269,0.216760079,85.96167906,-5.088383933,-1.305513497,0.401592354,82.56916229,33.8401338,-67.93379896,2421.827705,38.08896861,53.30806351,-103.2101,277.485914,259.3855328,-69.87156123,4.158389648,-3.471447293,9.336656854,-1.730695525,50.00205014,5.202909855,5.292596104,-136.1318284,-5.774714782,-6.54796474,28.50413305,-14.56220736,GCU,NU,Sloan Park,MLB,College Baseball,93.8761136,7.589530854,0.487935546,1.946333902,-0.151179657,58,3.43540597,0.487935546,1.946333902,-0.151179657,837216,32960dcb-2b46-3e30-a0cd-7ef8d07d1135
234,2/16/2026,2:44:14,2,2,"Unger, J'Shawn",830148,Right,NU,"Galvan, Marcus",821906,Left,GCU,Undefined,7,Bottom,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.62128512,1.615342742,0.381709985,2326.037282,51.11934128,7:45,5.444521869,1.888567183,6.316859672,-47.74116851,-3.959463384,-13.30876583,2.954169455,1.131052563,73.01880178,-7.357751226,-2.131607712,0.476231203,,,,,,,,,,,,7.378299251,-2.570452921,-1.910097415,50.00292975,5.539740398,-0.411458743,-114.5734084,1.968929487,9.907930337,19.15855789,-35.62443662,GCU,NU,Sloan Park,MLB,College Baseball,79.07900861,5.60248334,-0.7235,2.618118967,-1.034353653,,,,,,837216,681ab2f7-675b-3790-8727-7e2ba17f7db2
235,2/16/2026,2:44:30,2,3,"Unger, J'Shawn",830148,Right,NU,"Galvan, Marcus",821906,Left,GCU,Undefined,7,Bottom,1,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,93.12897636,-2.838545483,-2.668225617,2378.195205,202.2013401,12:45,5.375973893,1.745313213,6.289918147,-17.11518518,14.13371761,3.887741277,1.332039183,-0.391075678,86.28912472,-6.041179792,-1.935853174,0.402336004,24.45986265,15.32778122,82.54383053,2012.921665,,,,21.90256903,21.90256825,81.15435706,1.008416992,-2.771398346,8.436054038,-1.551093265,50.00286979,5.1590193,6.19202143,-135.4802189,-7.259762174,-5.217829811,26.07506735,-16.29277071,GCU,NU,Sloan Park,MLB,College Baseball,93.55585504,6.839851646,0.887422528,0.234896955,1.530281848,2,0.602416992,0.887422528,0.234896955,1.530281848,837216,6bd5e9c1-1117-30ca-87a8-ed97843fe3b7
